0,1
"but those who died in the plague numbered 24,000.",Abishwe n’ico kīza bār’ ibihumbi mirongwibiri na bine.
"The Lord said to Moses,","Uhoraho abarira Mose,"
"The Lord said to Moses,","Uhoraho abarira Mose,"
“Treat the Midianites as enemies and kill them.,"ati Genda ukubagure Abamidiyani, ubice,"
"through Hezron, the Hezronite clan; through Karmi, the Karmite clan.","na Hesironi, ni we gishitsi c’inzu y’Abahesironi; na Karumi, ni we gishitsi c’inzu y’ Abakarumi."
"These were the clans of Reuben; those numbered were 43,730.","Ayo ni yo mazu y’ Abareyubeni. Abāharūwe bo muri bo bār’ ibihumbi mirongwine na bitatu, n’amajana ndwi na mirongwitatu."
"The son of Pallu was Eliab,",Aba Palu ni Eliyabu:
"The line of Korah, however, did not die out.",Arikw abana ba Kora ntibāpfuye.
"through Zerah, the Zerahite clan; through Shaul, the Shaulite clan.","na Zera, ni we gishitsi c’inzu y’Abazera; na Sauli, ni we gishitsi c’inzu y’Abasauli."
"These were the clans of Simeon; those numbered were 22,200.",Ayo ni yo mazu y’Abasimeyoni: bose bār’ ibihumbi mirongwibiri na bibiri n’amajana abiri.
"through Ozni, the Oznite clan; through Eri, the Erite clan;","na Ozini, ni we gishitsi c’inzu y’Abozini; na Eri, ni we gishitsi c’inzu y’Aberi;"
"through Arodi, the Arodite clan; through Areli, the Arelite clan.","na Arodi, ni we gishitsi c’inzu y’Abarodi; na Areli, ni we gishitsi c’inzu y’Abareli."
"These were the clans of Gad; those numbered were 40,500.","Ayo ni yo mazu y’Abagadi, nk’ukw abāharūwe bari, ukw ar’ ibihumbi mirongwine n’amajana atanu."
"These were the clans of Judah; those numbered were 76,500.","Ayo ni yo mazu y’aba Yuda, nk’ukw abāharūwe bari, ukw ar’ ibihumbi mirongwirindwi na bitandatu n’amajana atanu."
"through Jashub, the Jashubite clan; through Shimron, the Shimronite clan.","na Yashubu, ni we gishitsi c’inzu y’Abayashubu; na Shimuroni, ni we gishitsi c’inzu y’Abashimuroni."
"These were the clans of Issachar; those numbered were 64,300.","Ayo ni yo mazu y’aba Isakari, nk’ukw abāharūwe bari, ukw ar’ ibihumbi mirongwitandatu na bine n’amajana atatu."
"These were the clans of Zebulun; those numbered were 60,500.","Ayo ni yo mazu y’aba Zebuloni, nk’ukw abāharūwe bari, ukw ar’ ibihumbi mirongwitandatu n’amajana atanu."
"through Asriel, the Asrielite clan; through Shechem, the Shechemite clan;","na Asiriyeli, ni we gishitsi c’inzu y’ Abasiriyeli; na Shekemu, ni we gishitsi c’inzu y’Abashekemu;"
"through Shemida, the Shemidaite clan; through Hepher, the Hepherite clan.","na Shemida, ni we gishitsi c’inzu y’Abashemida; na Heferi, ni we gishitsi c’inzu y’Abaheferi."
"These were the clans of Manasseh; those numbered were 52,700.",Ayo ni yo mazu y’aba Manase: abāharūwe bo muri bo bār’ ibihumbi mirongwitanu na bibiri n’ amajana ndwi.
"through Shupham, the Shuphamite clan; through Hupham, the Huphamite clan.","na Shufamu, ni we gishitsi c’inzu y’Abashufamu; na Hufamu, ni we gishitsi c’inzu y’Abahufamu."
"These were the clans of Benjamin; those numbered were 45,600.","Abo ni bo ba Benyamini, nk’ukw amazu yabo ari: abāharūwe bo muri bo bār’ ibihumbi mirongwine na bitanu n’amajana atandatu."
(Asher had a daughter named Serah.),Umukobga wa Asheri yitwa Sera.
"These were the clans of Asher; those numbered were 53,400.","Ayo ni yo mazu y’aba Asheri, nk’ukw abāharūwe bari; bār’ ibihumbi mirongwitanu na bitatu n’amajana ane."
"through Jezer, the Jezerite clan; through Shillem, the Shillemite clan.","na Yeseri, ni we gishitsi c’inzu y’Abayeseri; na Shilemu, ni we gishitsi c’inzu y’Abashilemu."
"These were the clans of Naphtali; those numbered were 45,400.","Abo ni bo bābayemw’ amazu y’aba Nafutali, nk’ukw amazu yabo ari: abāharūwe bo muri bo bār’ ibihumbi mirongwine na bitanu n’amajana ane."
"The total number of the men of Israel was 601,730.",Abo ni bo bāharūwe bo mu Bisirayeli: bose na bose bār’ ibihumbi amajana atandatu na kimwe n’amajana ndwi na mirongwitatu.
"The Lord said to Moses,","Uhoraho abarira Mose,"
"So Moses brought their case before the Lord ,",Maze Mose ashīra Uhoraho amajambo yabo.
"and the Lord said to him,","Uhoraho abarira Mose,"
"Moses said to the Lord ,","Mose abarira Uhoraho,"
"The Lord said to Moses,","Uhoraho abarira Mose,"
"and with each of the seven lambs, one-tenth.","iryo ku mwana w’intama umwe‐umwe mur’ abo, ukw ari ndwi, ribe ikigiracumi kimwe."
Offer these in addition to the regular morning burnt offering.,"Ivyo muze muvyongere ku kimazi co kwoswa co mu gitondo, ari co kimazi co kwoswa c’intasība."
"and with each of the seven lambs, one-tenth.","iryo ku mwana w’intama umwe‐umwe mur’ abo, ukw ar’indwi, ribe ikigiracumi kimwe."
Include one male goat to make atonement for you.,Muze mutange n’impfizi y’impene imwe yo kubabera impongano.
"and with each of the seven lambs, one-tenth.","iryo ku mwana w’intama umwe‐umwe mur’ abo, ukw ar’ indwi, ribe ikigiracumi kimwe."
"and with each of the seven lambs, one-tenth.","iryo ku mwana w’intama umwe‐umwe mur’ abo, ukw ar’ indwi, ribe ikigiracumi kimwe."
"and with each of the fourteen lambs, one-tenth.","iryo ku mwana w’intama umwe‐umwe mur’ abo, ukw ar’ icumi na bane, ribe ikigiracumi kimwe."
Moses told the Israelites all that the Lord commanded him.,Nuko Mose ashikiriza Abisirayeli ivyo Uhoraho yamubariye vyose.
"The Lord said to Moses,","Uhoraho abarira Mose,"
"Gold, silver, bronze, iron, tin, lead","kw ibintu vyo mw izahabu n’ivyo mw ifeza n’ivyo mu miringa n’ivyo mu vyuma n’ivyo mw ibāti n’ivyo mw isāsu,"
"The Lord said to Moses,","Uhoraho abarira Mose,"
"72,000 cattle,","n’ inka ibihumbi mirongwirindwi na bibiri,"
"61,000 donkeys","n’indogoba ibihumbi mirongwitandatu na kimwe,"
"and 32,000 women who had never slept with a man.",n’ abantu ibihumbi mirongwitatu na bibiri vy’abakobga batigeze kumenya icitwa umugabo.
of which the tribute for the Lord was 675;,izo Uhoraho yirogōjemwo zar’ amajana atandatu na mirongwirindwi na zitanu;
"the community’s half—was 337,500 sheep,","uwo mugabane w’ishengero war’ intama ibihumbi amajana atatu na mirongwitatu n’indwi n’amajana atanu,"
"36,000 cattle,","n’inka ibihumbi mirongwitatu na bitandatu,"
"30,500 donkeys","n’indogoba ibihumbi mirongwitatu n’amajana atanu,"
"and 16,000 people.",n’abantu ibihumbi cumi na bitandatu.
Each soldier had taken plunder for himself.,Kuk’ umuntu wese mur’ izo ngabo yari yisahuriye isahu.
"“Ataroth, Dibon, Jazer, Nimrah, Heshbon, Elealeh, Sebam, Nebo and Beon—","bati Ataroti n’i Diboni n’i Yazeri n’i Nimura n’i Heshiboni n’i Eleyale n’i Sebamu n’i Nebo n’i Beyoni,"
"The Gadites built up Dibon, Ataroth, Aroer,","Abagadi bubaka i Diboni, n’i Ataroti, n’i Aroweri,"
"Atroth Shophan, Jazer, Jogbehah,","n’i Ataroti‐shofani, n’i Yazeri, n’i Yogibeha,"
"And the Reubenites rebuilt Heshbon, Elealeh and Kiriathaim,","Abareyubeni bubaka i Heshiboni, n’i Eleyale, n’i Kiriyatayimu,"
The Israelites left Rameses and camped at Sukkoth.,"Nukw Abisirayeli ni kwo kuvuduka i Ramesesi, basagaza i Sukoti."
They left Elim and camped by the Red Sea.,"Bavudukayo, basagaza ku Kiyaga Gitukura."
They left the Desert of Sin and camped at Dophkah.,"Bavudukayo, basagaza i Dofuka."
They left Dophkah and camped at Alush.,"Bavudukayo, basagaza muri Alushi."
They left Rephidim and camped in the Desert of Sinai.,"Bavudukayo, basagaza mu bugaragwa bg’i Sinayi."
They left Kibroth Hattaavah and camped at Hazeroth.,"Bavudukayo, basagaza i Haseroti."
They left Hazeroth and camped at Rithmah.,"Bavudukayo, basagaza i Ritima."
They left Rithmah and camped at Rimmon Perez.,"Bavudukayo, basagaza i Rimoni‐Peresi."
They left Rimmon Perez and camped at Libnah.,"Bavudukayo, basagaza i Libuna."
They left Libnah and camped at Rissah.,"Bavudukayo, basagaza i Risa."
They left Rissah and camped at Kehelathah.,"Bavudukayo, basagaza i Kehelata."
They left Kehelathah and camped at Mount Shepher.,"Bavudukayo, basagaza ku musozi Sheferi."
They left Mount Shepher and camped at Haradah.,"Bavudukayo, basagaza i Harada."
They left Haradah and camped at Makheloth.,"Bavudukayo, basagaza i Makeloti."
They left Makheloth and camped at Tahath.,"Bavudukayo, basagaza i Tahati."
They left Tahath and camped at Terah.,"Bavudukayo, basagaza i Tera."
They left Terah and camped at Mithkah.,"Bavudukayo, basagaza i Mitika."
They left Mithkah and camped at Hashmonah.,"Bavudukayo, basagaza i Hashimona."
They left Hashmonah and camped at Moseroth.,"Bavudukayo, basagaza i Moseroti."
They left Moseroth and camped at Bene Jaakan.,"Bavudukayo, basagaza i Bene‐yakani."
They left Bene Jaakan and camped at Hor Haggidgad.,"Bavudukayo, basagaza i Hori‐hagidigadi."
They left Hor Haggidgad and camped at Jotbathah.,"Bavudukayo, basagaza i Yotibata."
They left Jotbathah and camped at Abronah.,"Bavudukayo, basagaza muri Aburona."
They left Abronah and camped at Ezion Geber.,"Bavudukayo, basagaza muri Esiyoni‐geberi."
They left Mount Hor and camped at Zalmonah.,"Bavuduka kur’ uwo musozi Hori, basagaza i Salumona."
They left Zalmonah and camped at Punon.,"Bavudukayo, basagaza i Punoni."
They left Punon and camped at Oboth.,"Bavudukayo, basagaza ahitwa Oboti."
They left Iye Abarim and camped at Dibon Gad.,"Bavudukayo, basagaza i Diboni‐gadi."
They left Dibon Gad and camped at Almon Diblathaim.,"Bavudukayo, basagaza muri Alumoni‐dibulatayimu."
"The Lord said to Moses,","Uhoraho abarira Mose,"
"The Lord said to Moses,","Uhoraho abarira Mose,"
"Shemuel son of Ammihud, from the tribe of Simeon;",mu muryango w’Abasimeyoni ni Shemuweli mwene Amihudi;
"Elidad son of Kislon, from the tribe of Benjamin;",mu muryango w’Ababenyamini ni Elidadi mwene Kisiloni;
Then the Lord said to Moses:,"Uhoraho abarira Mose,"
So Zelophehad’s daughters did as the Lord commanded Moses.,Nukw abo bakobga ba Selofehadi babigenza nk’uk’ Uhoraho yabariye Mose.
The river gates are thrown open and the palace collapses.,"Imigomero y’inzūzi iragomorowe, n’ingoro y’umwami irasenyeranye."
to whom be glory for ever and ever. Amen.,Icubahiro kibe icayo ibihe bitazoshira. Amen.
Then I went to Syria and Cilicia.,Maze nja mu ntāra z’i Siriya n’i Kilikiya.
And they praised God because of me.,nuko bahimbaza Imana kubganje.
“We who are Jews by birth and not sinful Gentiles,"Twebge mu kameremere kacu tur’ Abayuda, ntitur’ abanyavyaha bo mu banyamahanga."
“A little yeast works through the whole batch of dough.”,Umwambiro muke ututumbisha irobe ryose.
gentleness and self-control. Against such things there is no law.,"ubugwaneza, ukwirinda: ibimeze birtyo nta vyagezwe bibibuza."
"Let us not become conceited, provoking and envying each other.","Ntitwifate uko tutari, ngo twandurutsanye, tugiriranire ishari."
for each one should carry their own load.,Kuk’ umuntu wese azokwiyikorerera uwiwe mutwaro.
"I went to Jerusalem, and after staying there three days",Nuko nshitse i Yerusalemu mmaray’ imisi itatu.
"the descendants of Parosh 2,172",abo mu ba Paroshi n’ ibihumbi bibiri n’ijana na mirongwirindwi na babiri.
of Shephatiah 372,Abo mu ba Shefatiya n’amajana atatu na mirongwirindwi na babiri.
of Arah 652,Abo mu ba Ara n’amajana atandatu na mirongwitanu na babiri.
"of Pahath-Moab (through the line of Jeshua and Joab) 2,818","Abo mu ba Pahati‐mowabu, bandurutse kuri Yosuwa na Yowabu, n’ibihumbi bibiri n’amajana munani n’icumi n’umunani."
"of Elam 1,254",Abo mu ba Elamu n’igihumbi n’amajana abiri na mirongwitanu na bane.
of Zattu 845,Abo mu ba Zatu n’amajana munani na mirongwine na batanu.
of Zakkai 760,Abo mu ba Zakayi n’amajana ndwi na mirongwitandatu.
of Binnui 648,Abo mu ba Binuwi n’ amajana atandatu na mirongwine n’umunani.
of Bebai 628,Abo mu ba Bebayi n’amajana atandatu na mirongwibiri n’umunani.
"of Azgad 2,322",Abo mu ba Azigadi n’ibihumbi bibiri n’ amajana atatu na mirongwibiri na babiri.
of Adonikam 667,Abo mu ba Adonikamu n’amajana atandatu na mirongwitandatu n’indwi.
"of Bigvai 2,067",Abo mu ba Bigivayi n’ibihumbi bibiri na mirongwitandatu n’indwi.
of Adin 655,Abo mu ba Adini n’amajana atandatu na mirongwitanu na batanu.
of Ater (through Hezekiah) 98,"Abo mu ba Ateri, bo mu muryango wa Hezekiya, ni mirongwicenda n’umunani."
of Hashum 328,Abo mu ba Hashumu n’amajana atatu na mirongwibiri n’ umunani.
of Bezai 324,Abo mu ba Besayi n’amajana atatu na mirongwibiri na bane.
of Hariph 112,Abo mu ba Harifu n’ijana n’icumi na babiri.
of Gibeon 95,Ab’i Gibeyoni ni mirongwicenda na batanu.
the men of Bethlehem and Netophah 188,Abagabo b’i Betelehemu n’i Netofa n’ijana na mirongumunani n’umunani.
of Anathoth 128,Abagabo b’i Anatoti n’ijana na mirongwibiri n’umunani.
of Beth Azmaveth 42,Abagabo b’i Beti‐azimaveti ni mirongwine na babiri.
"of Kiriath Jearim, Kephirah and Beeroth 743",Abagabo b’i Kiriyati‐yeyarimu n’i Kefira n’i Beroti n’amajana ndwi na mirongwine na batatu.
of Ramah and Geba 621,Abagabo b’i Rama n’i Geba n’amajana atandatu na mirongwibiri n’umwe.
of Mikmash 122,Abagabo b’i Mikimasi n’ijana na mirongwibiri na babiri.
of Bethel and Ai 123,Abagabo b’i Beteli n’i Hayi n’ijana na mirongwibiri na batatu.
of the other Nebo 52,Abagabo b’i Nebo handi ni mirongwitanu na babiri.
"of the other Elam 1,254",Ab’i Elamu handi n’igihumbi n’amajana abiri na mirongwitanu na bane.
of Harim 320,Ab’i Harimu n’ amajana atatu na mirongwibiri.
of Jericho 345,Ab’i Yeriko n’amajana atatu na mirongwine na batanu.
"of Lod, Hadid and Ono 721",Ab’i Lodi n’i Hadidi n’i Ono n’amajana ndwi na mirongwibiri n’umwe.
"of Senaah 3,930",Ab’i Sena n’ibihumbi bitatu n’amajana cenda na mirongwitatu.
"of Immer 1,052",Abo mu ba Imeri n’igihumbi na mirongwitanu na babiri.
"of Pashhur 1,247",Abo mu ba Pashuri n’igihumbi n’amajana abiri na mirongwine n’indwi.
"of Harim 1,017",Abo mu ba Harimu n’igihumbi n’icumi n’indwi.
The musicians: the descendants of Asaph 148,Abaririmvyi bo mu ba Asafu n’ijana na mirongwine n’umunani.
"The temple servants: the descendants of Ziha, Hasupha, Tabbaoth,","Abahawe ibango ry’ibikorwa vy’urusengero n’aba: abo mu ba Siha, no mu ba Hasufa, no mu ba Tabayoti,"
"Keros, Sia, Padon,","no mu ba Kerosi, no mu ba Siya, no mu ba Padoni,"
"Lebana, Hagaba, Shalmai,","no mu ba Lebana, no mu ba Hagaba, no mu ba Salimayi,"
"Hanan, Giddel, Gahar,","no mu ba Hanani, no mu ba Gedeli, no mu ba Gahari,"
"Reaiah, Rezin, Nekoda,","no mu ba Reyaya, no mu ba Resini, no mu ba Nekoda,"
"Gazzam, Uzza, Paseah,","no mu ba Gazamu, no mu ba Uza, no mu ba Paseya,"
"Besai, Meunim, Nephusim,","no mu ba Besayi, no mu ba Mehunimu, no mu ba Nefushesimu,"
"Bakbuk, Hakupha, Harhur,","no mu ba Bakibuki, no mu ba Hakufa, no mu ba Harihuri,"
"Bazluth, Mehida, Harsha,","no mu ba Basiliti, no mu ba Mehida, no mu ba Harisha,"
"Barkos, Sisera, Temah,","no mu ba Barikosi, no mu ba Sisera, no mu ba Tema,"
Neziah and Hatipha,"no mu ba Nesiya, no mu ba Hatifa."
"Jaala, Darkon, Giddel,","no mu ba Yahala, no mu ba Darikoni, no mu ba Gideli,"
"Shephatiah, Hattil, Pokereth-Hazzebaim and Amon","no mu ba Shefatiya, no mu ba Hatili, no mu ba Pokereti‐hasebayimu, no mu ba Amoni."
"the descendants of Delaiah, Tobiah and Nekoda 642",Abo mu ba Delaya no mu ba Tobiya no mu ba Nekoda n’amajana atandatu na mirongwine na babiri.
"The whole company numbered 42,360,","Nukw iryo shengero ryose iyo riva rikagera, bose na bose bār’ ibihumbi mirongwine na bibiri n’amajana atatu na mirongwitandatu;"
"There were 736 horses, 245 mules,",Amafarasi yabo yār’ amajana ndwi na mirongwitatu n’atandatu; n’inyumbu zabo zār’ amajana abiri na mirongwine na zitanu;
"435 camels and 6,720 donkeys.","n’ingamiya zabo zār’ amajana ane na mirongwitatu na zitanu, n’indogoba zabo ibihumbi bitandatu n’amajana ndwi na mirongwibiri."
"Seraiah, Azariah, Jeremiah,","na Seraya na Azariya na Yeremiya,"
"Pashhur, Amariah, Malkijah,","na Pashuri na Amariya na Malakiya,"
"Hattush, Shebaniah, Malluk,","na Hatushi na Shebaniya na Maluki,"
"Harim, Meremoth, Obadiah,","na Harimu na Meremoti na Obadiya,"
"Daniel, Ginnethon, Baruch,","na Daniyeli na Ginetoni ni na Baruki,"
"Meshullam, Abijah, Mijamin,","na Meshulamu na Abiya na Miyamini,"
"Maaziah, Bilgai and Shemaiah. These were the priests.",na Mahaziya na Biligayi na Shemaya; abo ni bo baherezi.
"and their associates: Shebaniah, Hodiah, Kelita, Pelaiah, Hanan,","na bagenzi babo Shebaniya na Hodiya na Kelita na Pelaya na Hanani,"
"Mika, Rehob, Hashabiah,","na Mika na Rehobu na Hashabiya,"
"Zakkur, Sherebiah, Shebaniah,","na Zakuri na Sherebiya na Shebaniya,"
"Hodiah, Bani and Beninu.",na Hodiya na Bani na Beninu.
"The leaders of the people: Parosh, Pahath-Moab, Elam, Zattu, Bani,","Abakuru‐bakuru bo mu bantu n’aba: Paroshi na Pahati‐Mowabu na Elamu na Zatu na Bani,"
"Bunni, Azgad, Bebai,","na Buni na Azigadi na Bebayi,"
"Adonijah, Bigvai, Adin,","na Adoniya na Bigivayi na Adini,"
"Ater, Hezekiah, Azzur,","na Ateri na Hezekiya na Azuri,"
"Hodiah, Hashum, Bezai,","na Hodiya na Hashumu na Bezayi,"
"Hariph, Anathoth, Nebai,","na Harifu na Anatoti na Nebayi,"
"Magpiash, Meshullam, Hezir,","na Magipiyashi na Meshulamu na Heziri,"
